,Duration [s],Duration [hh:mm:ss],Distance [nm],Cruise flight level [100 ft],Fuel burn [kg],CO2 [kg],NOx [kg],SOx [kg],H2O [kg],CO [kg],HC [kg],PM non volatile [kg],PM volatile [kg],PM total [kg]
0,0.0,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60.0,00:01:00,5.840088400063212,8.409727296091024,101.83097433007364,320.7675690789951,2.069081337648981,0.0855378473329503,125.2522405195462,0.3069284470406955,0.027827483798006276,0.003022686837229392,0.006364384485331417,0.009387071275840101
2,120.0,00:02:00,11.680176800126423,16.819454592182048,101.83097433007364,320.7675690789951,2.069081337648981,0.0855378473329503,125.2522405195462,0.3069284470406955,0.027827483798006276,0.003022686837229392,0.006364384485331417,0.009387071275840101
3,180.0,00:03:00,17.520265200189634,25.22918188827307,101.83097433007367,320.76756907899505,2.0690813376489814,0.08553784733295028,125.2522405195462,0.30692844704069544,0.02782748379800628,0.003022686837229392,0.006364384485331416,0.009387071275840105
4,240.0,00:04:00,23.360353600252846,33.638909184364095,101.83097433007362,320.76756907899517,2.0690813376489805,0.08553784733295033,125.2522405195462,0.30692844704069555,0.027827483798006272,0.003022686837229392,0.006364384485331418,0.009387071275840098
5,300.0,00:05:00,29.20044200031606,42.048636480455116,101.83097433007367,320.76756907899517,2.0690813376489814,0.08553784733295033,125.25224051954626,0.30692844704069544,0.027827483798006272,0.003022686837229392,0.006364384485331418,0.009387071275840105
6,360.0,00:06:00,35.04053040037927,50.45836377654614,101.83097433007367,320.76756907899494,2.0690813376489814,0.08553784733295022,125.25224051954615,0.30692844704069544,0.027827483798006286,0.003022686837229392,0.006364384485331415,0.009387071275840105
7,420.0,00:07:00,40.880618800442484,58.868091072637164,101.83097433007367,320.76756907899517,2.0690813376489796,0.08553784733295033,125.25224051954626,0.30692844704069544,0.02782748379800626,0.00302268683722939,0.006364384485331415,0.009387071275840098
8,480.0,00:08:00,46.72070720050569,67.27781836872819,101.83097433007356,320.76756907899517,2.0690813376489814,0.08553784733295033,125.25224051954615,0.30692844704069566,0.027827483798006286,0.0030226868372293936,0.006364384485331422,0.009387071275840098
9,540.0,00:09:00,52.5607956005689,75.68754566481921,101.83097433007367,320.76756907899517,2.0690813376489814,0.08553784733295033,125.25224051954615,0.3069284470406952,0.027827483798006286,0.00302268683722939,0.006364384485331415,0.009387071275840111
10,600.0,00:10:00,58.40088400063212,84.09727296091023,101.83097433007367,320.76756907899517,2.0690813376489814,0.08553784733295033,125.25224051954638,0.30692844704069566,0.02782748379800626,0.0030226868372293936,0.006364384485331422,0.009387071275840098
11,660.0,00:11:00,64.24097240069533,92.50700025700125,101.83097433007356,320.7675690789947,2.0690813376489814,0.08553784733295022,125.25224051954615,0.3069284470406952,0.02782748379800626,0.00302268683722939,0.006364384485331415,0.009387071275840098
12,720.0,00:12:00,70.08106080075854,100.91672755309229,101.83097433007379,320.76756907899517,2.0690813376489814,0.08553784733295022,125.25224051954615,0.30692844704069566,0.027827483798006314,0.0030226868372293936,0.006364384485331415,0.009387071275840111
13,780.0,00:13:00,75.92114920082174,109.3264548491833,101.83097433007356,320.7675690789956,2.069081337648978,0.08553784733295045,125.25224051954615,0.30692844704069566,0.02782748379800626,0.0030226868372293936,0.006364384485331415,0.009387071275840098
14,840.0,00:14:00,81.76123760088497,117.73618214527433,101.83097433007379,320.7675690789947,2.0690813376489814,0.08553784733295022,125.25224051954638,0.3069284470406952,0.02782748379800626,0.0030226868372293866,0.006364384485331415,0.009387071275840098
15,900.0,00:15:00,87.60132600094818,126.14590944136535,101.83097433007356,320.7675690789947,2.0690813376489814,0.08553784733295045,125.25224051954615,0.3069284470406952,0.027827483798006314,0.0030226868372293936,0.006364384485331415,0.009387071275840098
16,960.0,00:16:00,93.44141440101139,134.55563673745638,101.83097433007356,320.7675690789956,2.0690813376489814,0.08553784733295022,125.25224051954615,0.3069284470406961,0.02782748379800626,0.0030226868372293936,0.0063643844853314285,0.009387071275840098
17,1020.0,00:17:00,99.2815028010746,142.9653640335474,101.83097433007379,320.7675690789947,2.0690813376489814,0.08553784733295022,125.25224051954638,0.3069284470406952,0.02782748379800626,0.0030226868372293866,0.006364384485331415,0.009387071275840125
18,1080.0,00:18:00,105.1215912011378,151.37509132963842,101.83097433007356,320.7675690789956,2.0690813376489814,0.08553784733295045,125.25224051954592,0.3069284470406952,0.027827483798006314,0.0030226868372293936,0.006364384485331415,0.009387071275840098
19,1140.0,00:19:00,110.96167960120103,159.78481862572946,101.83097433007379,320.7675690789947,2.0690813376489814,0.08553784733295022,125.25224051954638,0.3069284470406961,0.02782748379800626,0.0030226868372293936,0.006364384485331415,0.009387071275840098
20,1200.0,00:20:00,116.80176800126424,168.19454592182046,101.83097433007356,320.7675690789956,2.0690813376489814,0.08553784733295045,125.25224051954638,0.3069284470406952,0.02782748379800626,0.0030226868372293936,0.0063643844853314285,0.009387071275840098
21,1260.0,00:21:00,122.64185640132744,176.6042732179115,101.83097433007379,320.7675690789947,2.0690813376489814,0.08553784733295022,125.25224051954592,0.3069284470406952,0.02782748379800626,0.0030226868372293866,0.006364384485331415,0.009387071275840098
22,1320.0,00:22:00,129.6482171983812,185.57786063805742,104.84904434961754,330.2744895869055,2.183468118256542,0.08807358709076252,128.9641415883616,0.2946613567915568,0.027172631469943864,0.004053711655995773,0.0076572083546933845,0.011710920053800256
